id	new_Description	Locus.tag	new_gene	old_locus_tag	Protein.IDs	Majority.protein.IDs	Gene	ProteinFunction	ProteinID	Pseudogene	Location	gbKey.and.other	remarks	X2.Pep.ID	average..log2.IBAQ..RNAse.free_01	average..log2.IBAQ..RNAse.free_02	average..log2.IBAQ..RNAse.free_03	average..log2.IBAQ..RNAse.free_04	average..log2.IBAQ..RNAse.free_05	average..log2.IBAQ..RNAse.free_06	average..log2.IBAQ..RNAse.free_07	average..log2.IBAQ..RNAse.free_08	average..log2.IBAQ..RNAse.free_09	average..log2.IBAQ..RNAse.free_10	average..log2.IBAQ..RNAse.free_11	average..log2.IBAQ..RNAse.free_12	average..log2.IBAQ..RNAse.free_13	average..log2.IBAQ..RNAse.free_14	average..log2.IBAQ..RNAse.free_15	average..log2.IBAQ..RNAse.free_16	average..log2.IBAQ..RNAse.free_17	average..log2.IBAQ..RNAse.free_18	average..log2.IBAQ..RNAse.free_19	average..log2.IBAQ..RNAse.free_20	average..log2.IBAQ..RNAse_01	average..log2.IBAQ..RNAse_02	average..log2.IBAQ..RNAse_03	average..log2.IBAQ..RNAse_04	average..log2.IBAQ..RNAse_05	average..log2.IBAQ..RNAse_06	average..log2.IBAQ..RNAse_07	average..log2.IBAQ..RNAse_08	average..log2.IBAQ..RNAse_09	average..log2.IBAQ..RNAse_10	average..log2.IBAQ..RNAse_11	average..log2.IBAQ..RNAse_12	average..log2.IBAQ..RNAse_13	average..log2.IBAQ..RNAse_14	average..log2.IBAQ..RNAse_15	average..log2.IBAQ..RNAse_16	average..log2.IBAQ..RNAse_17	average..log2.IBAQ..RNAse_18	average..log2.IBAQ..RNAse_19	average..log2.IBAQ..RNAse_20	ctrl1-01	ctrl2-01	ctrl3-01	ctrl1-02	ctrl2-02	ctrl3-02	ctrl1-03	ctrl2-03	ctrl3-03	ctrl1-04	ctrl2-04	ctrl3-04	ctrl1-05	ctrl2-05	ctrl3-05	ctrl1-06	ctrl2-06	ctrl3-06	ctrl1-07	ctrl2-07	ctrl3-07	ctrl1-08	ctrl2-08	ctrl3-08	ctrl1-09	ctrl2-09	ctrl3-09	ctrl1-10	ctrl2-10	ctrl3-10	ctrl1-11	ctrl2-11	ctrl3-11	ctrl1-12	ctrl2-12	ctrl3-12	ctrl1-13	ctrl2-13	ctrl3-13	ctrl1-14	ctrl2-14	ctrl3-14	ctrl1-15	ctrl2-15	ctrl3-15	ctrl1-16	ctrl2-16	ctrl3-16	ctrl1-17	ctrl2-17	ctrl3-17	ctrl1-18	ctrl2-18	ctrl3-18	ctrl1-19	ctrl2-19	ctrl3-19	ctrl1-20	ctrl2-20	ctrl3-20	rnase1-01	rnase2-01	rnase3-01	rnase1-02	rnase2-02	rnase3-02	rnase1-03	rnase2-03	rnase3-03	rnase1-04	rnase2-04	rnase3-04	rnase1-05	rnase2-05	rnase3-05	rnase1-06	rnase2-06	rnase3-06	rnase1-07	rnase2-07	rnase3-07	rnase1-08	rnase2-08	rnase3-08	rnase1-09	rnase2-09	rnase3-09	rnase1-10	rnase2-10	rnase3-10	rnase1-11	rnase2-11	rnase3-11	rnase1-12	rnase2-12	rnase3-12	rnase1-13	rnase2-13	rnase3-13	rnase1-14	rnase2-14	rnase3-14	rnase1-15	rnase2-15	rnase3-15	rnase1-16	rnase2-16	rnase3-16	rnase1-17	rnase2-17	rnase3-17	rnase1-18	rnase2-18	rnase3-18	rnase1-19	rnase2-19	rnase3-19	rnase1-20	rnase2-20	rnase3-20	log2.IBAQ..peptides	Unique.peptides.BR1_._01	Unique.peptides.BR2_._01	Unique.peptides.BR3_._01	Unique.peptides.BR1_._02	Unique.peptides.BR2_._02	Unique.peptides.BR3_._02	Unique.peptides.BR1_._03	Unique.peptides.BR2_._03	Unique.peptides.BR3_._03	Unique.peptides.BR1_._04	Unique.peptides.BR2_._04	Unique.peptides.BR3_._04	Unique.peptides.BR1_._05	Unique.peptides.BR2_._05	Unique.peptides.BR3_._05	Unique.peptides.BR1_._06	Unique.peptides.BR2_._06	Unique.peptides.BR3_._06	Unique.peptides.BR1_._07	Unique.peptides.BR2_._07	Unique.peptides.BR3_._07	Unique.peptides.BR1_._08	Unique.peptides.BR2_._08	Unique.peptides.BR3_._08	Unique.peptides.BR1_._09	Unique.peptides.BR2_._09	Unique.peptides.BR3_._09	Unique.peptides.BR1_._10	Unique.peptides.BR2_._10	Unique.peptides.BR3_._10	Unique.peptides.BR1_._11	Unique.peptides.BR2_._11	Unique.peptides.BR3_._11	Unique.peptides.BR1_._12	Unique.peptides.BR2_._12	Unique.peptides.BR3_._12	Unique.peptides.BR1_._13	Unique.peptides.BR2_._13	Unique.peptides.BR3_._13	Unique.peptides.BR1_._14	Unique.peptides.BR2_._14	Unique.peptides.BR3_._14	Unique.peptides.BR1_._15	Unique.peptides.BR2_._15	Unique.peptides.BR3_._15	Unique.peptides.BR1_._16	Unique.peptides.BR2_._16	Unique.peptides.BR3_._16	Unique.peptides.BR1_._17	Unique.peptides.BR2_._17	Unique.peptides.BR3_._17	Unique.peptides.BR1_._18	Unique.peptides.BR2_._18	Unique.peptides.BR3_._18	Unique.peptides.BR1_._19	Unique.peptides.BR2_._19	Unique.peptides.BR3_._19	Unique.peptides.BR1_._20	Unique.peptides.BR2_._20	Unique.peptides.BR3_._20	Unique.peptides.BR1_._01.1	Unique.peptides.BR2_._01.1	Unique.peptides.BR3_._01.1	Unique.peptides.BR1_._02.1	Unique.peptides.BR2_._02.1	Unique.peptides.BR3_._02.1	Unique.peptides.BR1_._03.1	Unique.peptides.BR2_._03.1	Unique.peptides.BR3_._03.1	Unique.peptides.BR1_._04.1	Unique.peptides.BR2_._04.1	Unique.peptides.BR3_._04.1	Unique.peptides.BR1_._05.1	Unique.peptides.BR2_._05.1	Unique.peptides.BR3_._05.1	Unique.peptides.BR1_._06.1	Unique.peptides.BR2_._06.1	Unique.peptides.BR3_._06.1	Unique.peptides.BR1_._07.1	Unique.peptides.BR2_._07.1	Unique.peptides.BR3_._07.1	Unique.peptides.BR1_._08.1	Unique.peptides.BR2_._08.1	Unique.peptides.BR3_._08.1	Unique.peptides.BR1_._09.1	Unique.peptides.BR2_._09.1	Unique.peptides.BR3_._09.1	Unique.peptides.BR1_._10.1	Unique.peptides.BR2_._10.1	Unique.peptides.BR3_._10.1	Unique.peptides.BR1_._11.1	Unique.peptides.BR2_._11.1	Unique.peptides.BR3_._11.1	Unique.peptides.BR1_._12.1	Unique.peptides.BR2_._12.1	Unique.peptides.BR3_._12.1	Unique.peptides.BR1_._13.1	Unique.peptides.BR2_._13.1	Unique.peptides.BR3_._13.1	Unique.peptides.BR1_._14.1	Unique.peptides.BR2_._14.1	Unique.peptides.BR3_._14.1	Unique.peptides.BR1_._15.1	Unique.peptides.BR2_._15.1	Unique.peptides.BR3_._15.1	Unique.peptides.BR1_._16.1	Unique.peptides.BR2_._16.1	Unique.peptides.BR3_._16.1	Unique.peptides.BR1_._17.1	Unique.peptides.BR2_._17.1	Unique.peptides.BR3_._17.1	Unique.peptides.BR1_._18.1	Unique.peptides.BR2_._18.1	Unique.peptides.BR3_._18.1	Unique.peptides.BR1_._19.1	Unique.peptides.BR2_._19.1	Unique.peptides.BR3_._19.1	Unique.peptides.BR1_._20.1	Unique.peptides.BR2_._20.1	Unique.peptides.BR3_._20.1
1300	response regulator	SGL_RS16500		sll0038	lcl|NC_000911.1_prot_WP_010874014.1_2924	lcl|NC_000911.1_prot_WP_010874014.1_2924		response regulator 	WP_010874013.1		complement(3153452..3154660)	CDS		x																				20.42414729																	12.62266016			20.06746737																								15.43077946																							14.48142147			12.54829216								20.68560028	22.11540413	18.47143745															9.095897675					11.4973526																					10.03411102						13.7852478		11.91412354	13.33119678						14.41250324		19.83074379	20.94670868	19.42494965	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	8	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	6	7	5
1301	M61 family peptidase	SGL_RS16505		slr0031	lcl|NC_000911.1_prot_WP_010874015.1_2925	lcl|NC_000911.1_prot_WP_010874015.1_2925		M61 family metallopeptidase 	WP_010874014.1		3154910..3156664	CDS		x								18.06902504	18.21449153	17.70071729	15.05637964																	17.1864961	17.35750802	16.41494783	16.1413064																															17.3257103	18.81233978		18.49759483	19.44592857	16.69995117	18.70063019	17.21598816	17.18553352	15.80951691	15.43276978	13.92685223																																																	18.23350716	17.11776543	16.20821571	19.5637989	14.37286472	18.13586044	19.58968353	14.59683037	15.05832958	16.5615406	15.7210722																													26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	4	6	2	6	6	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	5	1	2	9	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1302	branched-chain amino acid transaminase	SGL_RS16510		slr0032	lcl|NC_000911.1_prot_WP_010874016.1_2926	lcl|NC_000911.1_prot_WP_010874016.1_2926		branched-chain amino acid transaminase 	WP_010874015.1		3156760..3157677	CDS		x						18.18506559	22.21542168	23.75086784	23.61031787	21.44982274	18.61996714	16.60545603														19.10093562	21.89684168	24.1286246	22.31248728	20.6529185	18.80862935	17.09373697																								16.82451057	19.90555382	17.82513237	23.26642227	22.99209976	20.387743	24.24430656	24.71193123	22.29636574	24.15228462	23.48529816	23.19337082	22.53848457	19.83975029	21.97123337	19.08581543	18.08061981	18.69346619	17.45249939	16.45566368	15.90820503	15.34526634																																							18.31393623	19.42072105	19.56814957	22.26562119	21.41797447	22.0069294	24.75913429	24.0921669	23.5345726	24.7844162	19.63663483	22.51641083	22.88881493	18.12444496	20.94549561	20.07339287	18.35207748	18.00041771	18.99144936	16.76797676	15.52178478		15.36553669										14.11642551													17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	5	13	14	9	16	19	9	17	19	14	9	5	11	5	5	4	4	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	5	4	6	15	14	19	17	6	9	10	4	9	7	2	6	6	3	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1303	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase	SGL_RS16515	gatC	slr0033	lcl|NC_000911.1_prot_WP_010874017.1_2927	lcl|NC_000911.1_prot_WP_010874017.1_2927	gatC	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC] 	WP_010874016.1		3157734..3158048	CDS		x		18.02597427	20.15686226	19.14612261	18.77848339	21.47356987	21.05809784	19.93313471															19.37391853	20.194266	21.04842059	21.49110794	21.06657473	19.28678004																18.98504066	19.17252922	15.92035294	20.1884594	20.58141327	19.70071411	20.05284882	18.28120613	19.1043129	21.2151947	15.37910748	19.74114799	21.83198166	22.12439346	20.46433449	22.3130188	21.37665939	19.48461533	20.5460434	19.76986694	19.4834938			18.34121513																																						18.65644646		18.72163963	20.82275391	18.57736206	20.70227051	20.55609131	19.32443619	21.2474823	21.51667595	20.38110352	21.31418037	21.74085999	21.41828346	21.38542938	20.75482941	21.05946541	20.70167923	19.94163132	17.21702957																																					5	0	0	0	1	1	1	2	6	5	4	3	4	3	2	3	2	4	3	3	3	2	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	6	4	4	4	5	4	5	4	3	3	5	2	2	3	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1304	methylglyoxal synthase	SGL_RS16525	mgsA	sll0036	lcl|NC_000911.1_prot_WP_010874019.1_2929	lcl|NC_000911.1_prot_WP_010874019.1_2929	mgsA	methylglyoxal synthase] 	WP_010874018.1		complement(3159350..3160651)	CDS		x																				19.58980751																				18.69285393																																																										19.62249565	19.55711937																																																											18.29665565	19.0890522		14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0
1306	carotene isomerase	SGL_RS16540	crtH	sll0033	lcl|NC_000911.1_prot_WP_010874022.1_2932	lcl|NC_000911.1_prot_WP_010874022.1_2932	crtH	carotene isomerase] 	WP_010874021.1		complement(3162738..3164243)	CDS		x																				19.04783249																				18.53548749																								20.72475624																																		18.7672348	19.32843018																																																											19.22052956	18.52321053	17.8627224	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	2
1307	hypothetical protein	SGL_RS16550		slr0038	lcl|NC_000911.1_prot_WP_010874024.1_2934	lcl|NC_000911.1_prot_WP_010874024.1_2934		hypothetical protein 	WP_010874023.1		3166050..3166448	CDS		x	19.17092419	21.41053708	20.03356616	17.96508026	17.42799918	17.3364741	14.05860996													20.87999407	19.134655	21.55091731	20.63065402	18.79036967	18.89139112	18.31708272									14.87070751					20.06638209		20.16373825	18.17811012	22.37291908	22.60510254	19.25358963	19.43245125	21.13439369	19.53385353	18.08995819	17.40182877	18.40345383	18.45064735	15.31843662	18.51491356	16.67920494	18.28964996	17.0405674		12.36298466	15.75423527		15.64388466																									14.24242973										21.00085831	21.49355507	20.14556885	21.37708282	19.03418732	16.99269485	23.05890465	21.36996841	20.22387886	20.17840195	21.83945847	19.87410164	19.87026787	18.76211548	17.73872566	19.09514427	19.60655403	17.97247505	17.81578445	18.29974556	18.83571815																									14.87315559	15.29214191	14.44682503													20.06526375	19.74919128	20.38469124	7	0	2	2	2	2	1	3	4	8	3	3	5	2	1	4	2	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	3	3	1	1	2	2	1	1	2	9	7	5	3	3	2	3	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2
1308	phosphotransacetylase family protein	SGL_RS16555		slr0039	lcl|NC_000911.1_prot_WP_010874025.1_2935	lcl|NC_000911.1_prot_WP_010874025.1_2935		phosphotransacetylase family protein 	WP_010874024.1		3166607..3167680	CDS		x			14.52599573	17.30379804	17.00773493	18.69015121	17.27847004													20.06904411			12.78550673	16.9711806	17.2140735	17.36566067														18.97743448								14.71241951	14.33957195	17.73568916	16.6473732	17.52833176	18.94059944	16.82164955	15.26095581	18.50385666	19.20438004	18.36221695		17.86350822	16.69343185	17.95724869																						13.96686554						13.06624031								20.71498299	21.10354424	18.38860512								11.94097424	13.63003922	17.54547691	16.88154411	16.48652077	14.5597353	20.00744438	17.07504082	17.46650696	20.13069153	14.49978352		17.74537277			18.04019356															14.10090828			14.35356045			13.91727924												14.16246986		20.57080078	20.42583084	15.93567181	17	0	0	0	0	0	0	0	1	3	6	3	5	5	2	2	4	3	4	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	7	5	4	0	0	0	0	0	0	0	3	2	3	4	4	7	11	4	2	5	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	4	3
1309	bicarbonate-binding protein CmpA	SGL_RS16565		slr0040	lcl|NC_000911.1_prot_WP_010874027.1_2937	lcl|NC_000911.1_prot_WP_010874027.1_2937		ABC transporter substrate-binding protein 	WP_010874026.1		3169054..3170412	CDS		x			15.38369799	16.55407365	17.78483582	19.63505173	18.58981641	18.3897597	17.73598289	16.60180902	16.1847043	16.938869	16.20359135	15.91510423	15.84323247	15.75766182	15.35306994	15.12854052	15.1040055	19.92773056				17.33293915	19.28235499	19.88563983	19.05354404	19.08483505	16.60214996	16.93403053	16.21079699	14.99256452	17.43158531	16.92122269	16.41150713	16.58074284	15.02567291	15.68076372	13.73351955	19.28428078								16.66747284	14.09992313	17.60834122	15.21477413	16.83910561	19.36268806	16.34353256	17.64828682	20.04313469	20.55861473	18.30340576	19.51175308	18.72274017	17.53495598	19.93019676	17.30054855	17.93853378	18.73363686		16.73832893	17.81597137		15.38764668	18.38072395		13.98868465	18.20600319		15.67173481	16.37395287		16.03322983	16.96623421	15.00720215	15.77187634	17.13139534	15.49385548	14.9044466	17.13771248	15.46058369	14.67468929	16.85598755	15.32737732	13.87584496	15.79636955		14.46071148	16.89758492	14.27496052	14.13947105	19.84067345	20.94127464	19.00124359								16.51532936		18.533741	17.15075874	16.3143177	20.13908577	20.04620171	17.6617775	19.96508026	20.59386444	19.09797478	19.65274048	18.45434761		20.1653347	17.86507988	19.22409058	19.22818375	13.97611618		16.87315559		16.99490547	18.6456871	13.3040657	16.68263817	15.38697433	15.35799885	14.23272038	18.56078148		16.30238914	17.88661385		15.95583153	17.63523674		15.18777752	18.32351303		14.83797264	17.3534565	12.59082127	15.13274097	16.93329811		14.42822933	16.67120934	10.6207695	13.90857983	18.97505379	19.64582634	19.2319622	19	0	0	0	0	0	0	0	2	2	3	3	2	6	2	4	7	6	3	6	4	4	8	2	3	3	0	1	3	0	2	3	2	1	4	1	2	3	0	2	3	1	2	4	2	2	4	2	2	4	2	1	3	1	1	3	2	2	4	3	3	0	0	0	0	0	0	0	2	0	7	4	5	10	13	6	6	8	4	3	2	0	6	1	6	5	1	1	3	1	3	4	1	2	2	1	1	3	0	2	4	0	3	3	0	3	4	0	2	3	2	2	3	0	1	4	1	2	5	3	2
1310	nitrate ABC transporter, permease protein	SGL_RS16570	ntrB	slr0041	lcl|NC_000911.1_prot_WP_010874028.1_2938	lcl|NC_000911.1_prot_WP_010874028.1_2938	ntrB	nitrate ABC transporter permease] 	WP_010874027.1		3170475..3171317	CDS		x				12.21525478	15.1736517	17.70628611	18.49885305	18.02377383	16.19811916	14.71680021	14.67312717	14.14685186	14.10177644	12.47633394	14.84129206	14.91862424	14.68999386	12.89997101	13.60843531						15.64966361	18.60176913	19.37983704	18.20303981	16.55072689	16.56021309	14.59192801	14.82295179	14.35997677	15.14034462	13.61886692	14.21916993	14.41846657	13.33106073	13.15663147	18.62950134											12.88975143	11.54075813	15.75183201	14.81893158	14.9501915	17.93029785	19.18712997	16.00143051	18.8725853	18.75671959	17.86725426	18.01862335	17.78500557	18.26769257	16.30360222	15.44452953	16.84622574	14.56593513	14.86766529		14.60559559	14.14974689	15.26403904	13.73333359	12.79232311	15.91489887	13.64981747	13.41204071	15.24347115	12.97763729	12.60795403	11.84341049	14.68266582	15.05913353	14.78207684	14.70406532	15.1189003	14.9329071	14.66194534	14.88331127	14.52472496	11.94214821	12.75618076	14.00158405	14.47573376	12.5299921	13.81958008		19.14110947										11.82877159				13.96704578	16.23860931	16.74333572	18.00201225	17.97757149	19.82572365	18.63229179	18.7052269	20.80199242	16.92427826	18.63941193	19.04542923	15.37815952	17.13871193	17.13530922		16.45823097	16.66219521	13.6725359		15.51132011	13.65966129		15.98624229	14.49204063	13.50009537	15.0877943	14.14958858	16.33577347	14.93567181	13.01450825	12.99346924	14.84862328	13.87881756	13.05959797	15.71909428	13.9251833	14.24026966	15.08994675	12.71261311	12.25370026	15.02686882	12.51422119	13.21821499	13.73745823	18.23514557	19.02385712		11	0	0	0	0	0	0	0	0	0	1	1	2	2	1	2	2	1	2	2	2	2	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	2	1	2	2	1	1	1	1	2	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	2	2	2	2	2	2	2	3	3	2	1	1	1	1	1	1	1	0	1	1	1	1	2	2	2	2	3	1	1	1	1	2	2	2	2	2	1	1	1	1	2	2	1	3	2	1
1311	hypothetical protein	SGL_RS16575		slr0042	lcl|NC_000911.1_prot_WP_010874029.1_2939	lcl|NC_000911.1_prot_WP_010874029.1_2939		iron uptake porin 	WP_010874028.1		3171428..3173158	CDS		x																				18.92304802																				18.68284702																																																										18.6717968	19.34101868	18.75632858																																																										19.15930939	18.20638466		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0
1312	ATP-binding cassette domain-containing protein	SGL_RS16580		slr0043	lcl|NC_000911.1_prot_WP_010874030.1_2940	lcl|NC_000911.1_prot_WP_010874030.1_2940		nitrate ABC transporter ATP-binding protein 	WP_010874029.1		3173335..3175338	CDS		x				16.18474356	17.00802867	18.77539094	19.70562426	18.33018875	16.05229568											19.00323105				16.93358866	19.51663462	20.20691744	19.72783724	18.27529399												18.34062481								17.15462112		18.64191818	15.97062302	13.94168949	19.51764679	16.96522141	14.5412178	20.7689476	20.6130619	14.94416332	21.60995674	20.01984596	17.48707008	19.45633507	17.75473022	17.77950096	16.7072506		15.39734077							12.81317997																								19.5124855	20.52142715	16.97578049								15.75848389		19.50024223	17.27339554	14.02712822	21.03557014	21.35267067	16.16166306	20.55159187	21.35116196	18.7179985	20.85460281	20.45653534	17.87237358	19.68177986	19.68633652	15.45776558	17.40756607			14.01035309			13.51914501							12.65892601					13.1579628							12.76358604			12.94889641					20.05576515	19.36538315	15.60072613	40	0	0	0	0	0	0	0	5	0	9	5	1	12	8	2	14	12	3	15	11	7	11	4	4	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	8	4	0	0	0	0	0	0	0	1	0	12	8	2	20	26	6	11	15	10	9	7	1	6	6	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	13	14	3
1313	ATP-binding cassette domain-containing protein	SGL_RS16585		slr0044	lcl|NC_000911.1_prot_WP_010874031.1_2941	lcl|NC_000911.1_prot_WP_010874031.1_2941		nitrate ABC transporter ATP-binding protein 	WP_010874030.1		3175411..3176259	CDS		x			17.82174428	19.68600019	19.52174123	20.35734812	19.20373662	17.40346527												20.34961764			18.44021861	20.05503527	20.91735713	20.61325709	18.21695391	17.35953522												19.77509181					16.13442612		15.61519814	19.57568359	18.27435112	20.45191574	19.05449295	19.55159187	21.40312004	18.42975807	18.73234558	20.90822601	21.0034008	19.16041756	20.41379738	19.15006447	18.04734802	18.12055206	17.45843887	16.63140488		13.88807774																							13.1103363						14.11496258			20.23946381	21.34856987	19.46081924							17.96741676	19.92066383	17.43257523	21.04606819	20.13433075	18.98470688	21.27156067	21.39047623	20.09003448	20.64860344	20.72175598	20.46941185	18.62884331	17.89510155	18.12691689	17.49646378	17.22260666																																			20.08459473	20.02391052	19.21677017	15	0	0	0	1	1	0	2	7	5	6	7	6	6	3	5	7	5	5	4	3	3	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	4	3	3	0	0	0	0	0	0	1	7	6	8	5	7	7	8	7	4	5	4	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	4	2
1314	RNA-binding protein	SGL_RS16605		sll0517	lcl|NC_000911.1_prot_WP_010874035.1_2945	lcl|NC_000911.1_prot_WP_010874035.1_2945		RNA-binding protein 	WP_010874033.1		complement(3181708..3182013)	CDS		x	22.67885272	24.50203196	20.56248156	19.02976672	18.70882289	20.23693657	22.29688899	20.54882876	18.34163666												25.3976415	25.31572278	21.45125961	18.8185393	18.85072962	20.24526723	20.36709531	18.27050082													20.19147301	23.83277321	24.01231194	25.52862358	25.19640541	22.78106689	21.03778267	21.10386467	19.54579735	19.45887947	18.56655121	19.06386948	20.46801949	16.64920044	19.00924873	19.12555504	22.01896286	19.56629181	23.2048912	21.76725006	21.9185257	20.99009323	19.77346039	20.88293266	18.69812202	18.31994629	18.00684166																																		26.82650757	25.02715492	24.33926201	26.11014366	25.46357346	24.37345123	22.18504333	21.9452095	20.223526	20.04873085	18.90512848	17.50175858	18.40320396	19.23439598	18.91458893	20.21204948	19.95091438	20.57283783	20.15202141	20.45492935	20.49433517	18.83312416	19.13337898	16.84499931																																					4	1	1	1	1	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	3	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1315	magnesium protoporphyrin IX methyltransferase	SGL_RS16610		slr0525	lcl|NC_000911.1_prot_WP_010874036.1_2946	lcl|NC_000911.1_prot_WP_010874036.1_2946	bchM	magnesium protoporphyrin IX methyltransferase] 	WP_010874035.1		3182315..3183007	CDS		x					15.89967775											15.30022955			14.31066799	21.59094048				16.01940791	16.72058868									17.83212566			17.28099155		17.73694611	21.37411308									16.20472336	15.31702423			16.46117592	15.33817959																		14.57110119									15.07271862			15.21120358		14.67722416	15.92323494						19.48372841		14.73888397	13.88245201		21.94628143	23.37052727	19.45601273										18.51653099	15.97302437	13.56866837	16.43045235	17.01072502			17.06707764																		15.99975777			15.4505024			17.54177666	18.12247467		16.6794796			17.33140755			16.1703949	18.39158821	16.82687187				17.03424072	18.43965149	21.02181244	22.24356651	20.8569603	10	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	1	0	1	1	0	0	1	0	0	1	0	1	1	1	7	9	2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	2	0	0	3	0	0	2	1	1	1	0	0	3	2	3	6	4
